United States,"Legalized in 18 states, 2 territories, and the District of Columbia – but illegal at federal level. Decriminalized in another 13 states and 1 territory.See also: Legalization of non-medical cannabis in the United States","Legalized in 36 states, 4 territories, and the District of Columbia – but illegal at federal level.[8]See also: Medical cannabis in the United States","Main articles: Cannabis in the United States and Legality of cannabis by U.S. jurisdiction Cannabis remains a Schedule I drug at federal level, prohibiting even its medical use. The Rohrabacher–Farr amendment prevents federal enforcement in states that have legalized medical, however. No such protections exist regarding recreational, but the federal government has so far generally not intervened. Recognized Indian reservations are allowed to legalize for either use under a policy announced in 2014.[257]"
Uruguay,"Legal, but buying prohibited for foreigners. Cultivation allowed up to six plants.",Legal for all uses.,"Main article: Cannabis in Uruguay Legal since late 2013.[258] Buyers must be eighteen or older, residents of Uruguay, and must register with the authorities. Authorities grow the cannabis that can be sold legally.[259][260][261]"
Uzbekistan,Illegal,Illegal,"Main article: Cannabis in Uzbekistan Opiates, cannabis and other plants containing psychotropic substances are illegal.[262]"
Vanuatu,Illegal,Legal,Main article: Cannabis in Vanuatu
Vatican City,Illegal,Illegal,
Venezuela,Illegal,Illegal,"Main article: Cannabis in Venezuela Possession of up to 20 g of marijuana or 5 g of genetically modified marijuana for commercial purposes is punishable by 1–2 years in prison at judge's discretion. If deemed to be for personal consumption, the user is subject to security measures involving rehabilitation and detoxification procedures.[263]"
Vietnam,Illegal,Illegal,Main article: Cannabis in Vietnam
Yemen,Illegal,Illegal,Main article: Cannabis in Yemen
Zambia,Illegal,Legal,Main article: Cannabis in Zambia
Zimbabwe,Illegal,Legal,Main article: Cannabis in Zimbabwe
Country/Territory,Recreational,Medical,Notes
